,country,date,daily_vaccinations,vaccines
1145,Saudi Arabia,2021-01-13,16772,Pfizer/BioNTech
1146,Saudi Arabia,2021-01-14,14153,Pfizer/BioNTech
1147,Saudi Arabia,2021-01-15,15498,Pfizer/BioNTech
1148,Saudi Arabia,2021-01-16,16843,Pfizer/BioNTech
1149,Saudi Arabia,2021-01-17,18187,Pfizer/BioNTech
1150,Scotland,2020-12-13,3047,"Oxford/AstraZeneca, Pfizer/BioNTech"
1151,Scotland,2020-12-14,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
1152,Scotland,2020-12-15,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
1153,Scotland,2020-12-16,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
1154,Scotland,2020-12-17,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
1155,Scotland,2020-12-18,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
1156,Scotland,2020-12-19,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
1157,Scotland,2020-12-20,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
1158,Scotland,2020-12-21,5690,"Oxford/AstraZeneca, Pfizer/BioNTech"
1159,Scotland,2020-12-22,5558,"Oxford/AstraZeneca, Pfizer/BioNTech"
1160,Scotland,2020-12-23,5426,"Oxford/AstraZeneca, Pfizer/BioNTech"
1161,Scotland,2020-12-24,5295,"Oxford/AstraZeneca, Pfizer/BioNTech"
1162,Scotland,2020-12-25,5163,"Oxford/AstraZeneca, Pfizer/BioNTech"
1163,Scotland,2020-12-26,5031,"Oxford/AstraZeneca, Pfizer/BioNTech"
1164,Scotland,2020-12-27,4899,"Oxford/AstraZeneca, Pfizer/BioNTech"
1165,Scotland,2020-12-28,4635,"Oxford/AstraZeneca, Pfizer/BioNTech"
1166,Scotland,2020-12-29,4370,"Oxford/AstraZeneca, Pfizer/BioNTech"
1167,Scotland,2020-12-30,4105,"Oxford/AstraZeneca, Pfizer/BioNTech"
1168,Scotland,2020-12-31,3841,"Oxford/AstraZeneca, Pfizer/BioNTech"
1169,Scotland,2021-01-01,3576,"Oxford/AstraZeneca, Pfizer/BioNTech"
1170,Scotland,2021-01-02,3312,"Oxford/AstraZeneca, Pfizer/BioNTech"
1171,Scotland,2021-01-03,3047,"Oxford/AstraZeneca, Pfizer/BioNTech"
1172,Scotland,2021-01-04,3650,"Oxford/AstraZeneca, Pfizer/BioNTech"
1173,Scotland,2021-01-05,4254,"Oxford/AstraZeneca, Pfizer/BioNTech"
1174,Scotland,2021-01-06,4858,"Oxford/AstraZeneca, Pfizer/BioNTech"
1175,Scotland,2021-01-07,5461,"Oxford/AstraZeneca, Pfizer/BioNTech"
1176,Scotland,2021-01-08,6065,"Oxford/AstraZeneca, Pfizer/BioNTech"
1177,Scotland,2021-01-09,6668,"Oxford/AstraZeneca, Pfizer/BioNTech"
1178,Scotland,2021-01-10,7272,"Oxford/AstraZeneca, Pfizer/BioNTech"
1179,Scotland,2021-01-11,8042,"Oxford/AstraZeneca, Pfizer/BioNTech"
1180,Scotland,2021-01-12,9311,"Oxford/AstraZeneca, Pfizer/BioNTech"
1181,Scotland,2021-01-13,10621,"Oxford/AstraZeneca, Pfizer/BioNTech"
1182,Scotland,2021-01-14,11979,"Oxford/AstraZeneca, Pfizer/BioNTech"
1183,Scotland,2021-01-15,12869,"Oxford/AstraZeneca, Pfizer/BioNTech"
1184,Scotland,2021-01-16,13760,"Oxford/AstraZeneca, Pfizer/BioNTech"
1185,Scotland,2021-01-17,14651,"Oxford/AstraZeneca, Pfizer/BioNTech"
1186,Scotland,2021-01-18,15667,"Oxford/AstraZeneca, Pfizer/BioNTech"
1187,Scotland,2021-01-19,17018,"Oxford/AstraZeneca, Pfizer/BioNTech"
1188,Scotland,2021-01-20,18277,"Oxford/AstraZeneca, Pfizer/BioNTech"
1189,Scotland,2021-01-21,19282,"Oxford/AstraZeneca, Pfizer/BioNTech"
1190,Scotland,2021-01-22,20597,"Oxford/AstraZeneca, Pfizer/BioNTech"
1191,Scotland,2021-01-23,22034,"Oxford/AstraZeneca, Pfizer/BioNTech"
1192,Scotland,2021-01-24,21750,"Oxford/AstraZeneca, Pfizer/BioNTech"
1193,Serbia,2021-01-08,1150,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1194,Serbia,2021-01-09,1150,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1195,Serbia,2021-01-10,1150,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1196,Serbia,2021-01-11,1503,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1197,Serbia,2021-01-12,1680,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1198,Serbia,2021-01-13,1785,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1199,Serbia,2021-01-14,1856,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1200,Serbia,2021-01-15,2221,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1201,Serbia,2021-01-16,2687,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1202,Serbia,2021-01-17,3153,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1203,Serbia,2021-01-18,3468,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1204,Serbia,2021-01-19,3783,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1205,Serbia,2021-01-20,4098,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1206,Serbia,2021-01-21,9528,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1207,Serbia,2021-01-22,13880,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1208,Serbia,2021-01-23,19485,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1209,Serbia,2021-01-24,26632,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1210,Serbia,2021-01-25,31534,"Pfizer/BioNTech, Sinopharm, Sputnik V"
1211,Seychelles,2021-01-09,500,Sinopharm
1212,Seychelles,2021-01-10,500,Sinopharm
1213,Seychelles,2021-01-11,500,Sinopharm
1214,Seychelles,2021-01-12,500,Sinopharm
1215,Seychelles,2021-01-13,500,Sinopharm
1216,Seychelles,2021-01-14,600,Sinopharm
1217,Seychelles,2021-01-15,667,Sinopharm
1218,Seychelles,2021-01-16,1000,Sinopharm
1219,Seychelles,2021-01-17,1118,Sinopharm
1220,Seychelles,2021-01-18,1236,Sinopharm
1221,Seychelles,2021-01-19,1354,Sinopharm
1222,Seychelles,2021-01-20,1595,Sinopharm
1223,Seychelles,2021-01-21,1718,Sinopharm
1224,Seychelles,2021-01-22,1841,Sinopharm
1225,Seychelles,2021-01-23,1622,Sinopharm
1226,Singapore,2021-01-11,2800,Pfizer/BioNTech
1227,Singapore,2021-01-12,2800,Pfizer/BioNTech
1228,Singapore,2021-01-13,4090,Pfizer/BioNTech
1229,Singapore,2021-01-14,4520,Pfizer/BioNTech
1230,Singapore,2021-01-15,4735,Pfizer/BioNTech
1231,Singapore,2021-01-16,4864,Pfizer/BioNTech
1232,Singapore,2021-01-17,4950,Pfizer/BioNTech
1233,Singapore,2021-01-18,5011,Pfizer/BioNTech
1234,Singapore,2021-01-19,5380,Pfizer/BioNTech
1235,Singapore,2021-01-20,5380,Pfizer/BioNTech
1236,Singapore,2021-01-21,5380,Pfizer/BioNTech
1237,Singapore,2021-01-22,5380,Pfizer/BioNTech
1238,Slovakia,2021-01-04,425,Pfizer/BioNTech
1239,Slovakia,2021-01-05,425,Pfizer/BioNTech
1240,Slovakia,2021-01-06,3309,Pfizer/BioNTech
1241,Slovakia,2021-01-07,4544,Pfizer/BioNTech
1242,Slovakia,2021-01-08,5137,Pfizer/BioNTech
1243,Slovakia,2021-01-09,4456,Pfizer/BioNTech
1244,Slovakia,2021-01-10,4221,Pfizer/BioNTech
1245,Slovakia,2021-01-11,4174,Pfizer/BioNTech
1246,Slovakia,2021-01-12,5616,Pfizer/BioNTech
1247,Slovakia,2021-01-13,5661,Pfizer/BioNTech
1248,Slovakia,2021-01-14,5685,Pfizer/BioNTech
1249,Slovakia,2021-01-15,5744,Pfizer/BioNTech
1250,Slovakia,2021-01-16,5669,Pfizer/BioNTech
1251,Slovakia,2021-01-17,5241,Pfizer/BioNTech
1252,Slovakia,2021-01-18,5968,Pfizer/BioNTech
1253,Slovakia,2021-01-19,5473,Pfizer/BioNTech
1254,Slovakia,2021-01-20,5585,Pfizer/BioNTech
1255,Slovakia,2021-01-21,5535,Pfizer/BioNTech
1256,Slovenia,2021-01-03,1270,Pfizer/BioNTech
1257,Slovenia,2021-01-04,1270,Pfizer/BioNTech
1258,Slovenia,2021-01-05,1484,Pfizer/BioNTech
1259,Slovenia,2021-01-06,2110,Pfizer/BioNTech
1260,Slovenia,2021-01-07,2601,Pfizer/BioNTech
1261,Slovenia,2021-01-08,2718,Pfizer/BioNTech
1262,Slovenia,2021-01-09,2333,Pfizer/BioNTech
1263,Slovenia,2021-01-10,2087,Pfizer/BioNTech
1264,Slovenia,2021-01-11,2183,Pfizer/BioNTech
1265,Slovenia,2021-01-12,2223,Pfizer/BioNTech
1266,Slovenia,2021-01-13,2471,Pfizer/BioNTech
1267,Slovenia,2021-01-14,2689,Pfizer/BioNTech
1268,Slovenia,2021-01-15,3036,Pfizer/BioNTech
1269,Slovenia,2021-01-16,3073,Pfizer/BioNTech
1270,Slovenia,2021-01-17,3070,Pfizer/BioNTech
1271,Slovenia,2021-01-18,2942,Pfizer/BioNTech
1272,Slovenia,2021-01-19,2772,Pfizer/BioNTech
1273,Slovenia,2021-01-20,2415,Pfizer/BioNTech
1274,Slovenia,2021-01-21,2420,Pfizer/BioNTech
1275,Slovenia,2021-01-22,2009,Pfizer/BioNTech
1276,Slovenia,2021-01-23,2034,Pfizer/BioNTech
1277,Slovenia,2021-01-24,1992,Pfizer/BioNTech
1278,Spain,2021-01-04,41496,"Moderna, Pfizer/BioNTech"
1279,Spain,2021-01-05,56505,"Moderna, Pfizer/BioNTech"
1280,Spain,2021-01-06,45248,"Moderna, Pfizer/BioNTech"
1281,Spain,2021-01-07,41496,"Moderna, Pfizer/BioNTech"
1282,Spain,2021-01-08,48786,"Moderna, Pfizer/BioNTech"
1283,Spain,2021-01-09,47569,"Moderna, Pfizer/BioNTech"
1284,Spain,2021-01-10,46759,"Moderna, Pfizer/BioNTech"
1285,Spain,2021-01-11,46180,"Moderna, Pfizer/BioNTech"
1286,Spain,2021-01-12,49826,"Moderna, Pfizer/BioNTech"
1287,Spain,2021-01-13,58330,"Moderna, Pfizer/BioNTech"
1288,Spain,2021-01-14,66980,"Moderna, Pfizer/BioNTech"
1289,Spain,2021-01-15,70139,"Moderna, Pfizer/BioNTech"
1290,Spain,2021-01-16,70181,"Moderna, Pfizer/BioNTech"
1291,Spain,2021-01-17,70223,"Moderna, Pfizer/BioNTech"
1292,Spain,2021-01-18,70264,"Moderna, Pfizer/BioNTech"
1293,Spain,2021-01-19,68282,"Moderna, Pfizer/BioNTech"
1294,Spain,2021-01-20,63471,"Moderna, Pfizer/BioNTech"
1295,Spain,2021-01-21,61016,"Moderna, Pfizer/BioNTech"
1296,Spain,2021-01-22,56696,"Moderna, Pfizer/BioNTech"
1297,Spain,2021-01-23,53971,"Moderna, Pfizer/BioNTech"
1298,Spain,2021-01-24,51247,"Moderna, Pfizer/BioNTech"
1299,Spain,2021-01-25,48522,"Moderna, Pfizer/BioNTech"
1300,Sweden,2020-12-27,3859,Pfizer/BioNTech
1301,Sweden,2020-12-28,3859,Pfizer/BioNTech
1302,Sweden,2020-12-29,3859,Pfizer/BioNTech
1303,Sweden,2020-12-30,3859,Pfizer/BioNTech
1304,Sweden,2020-12-31,3859,Pfizer/BioNTech
1305,Sweden,2021-01-01,3859,Pfizer/BioNTech
1306,Sweden,2021-01-02,3859,Pfizer/BioNTech
1307,Sweden,2021-01-03,3859,Pfizer/BioNTech
1308,Sweden,2021-01-04,4294,Pfizer/BioNTech
1309,Sweden,2021-01-05,4729,Pfizer/BioNTech
1310,Sweden,2021-01-06,5165,Pfizer/BioNTech
1311,Sweden,2021-01-07,5600,Pfizer/BioNTech
1312,Sweden,2021-01-08,6035,Pfizer/BioNTech
1313,Sweden,2021-01-09,6470,Pfizer/BioNTech
1314,Sweden,2021-01-10,6905,Pfizer/BioNTech
1315,Sweden,2021-01-11,7292,Pfizer/BioNTech
1316,Sweden,2021-01-12,7680,Pfizer/BioNTech
1317,Sweden,2021-01-13,8067,Pfizer/BioNTech
1318,Sweden,2021-01-14,8454,Pfizer/BioNTech
1319,Sweden,2021-01-15,8841,Pfizer/BioNTech
1320,Sweden,2021-01-16,9228,Pfizer/BioNTech
1321,Sweden,2021-01-17,9616,Pfizer/BioNTech
1322,Switzerland,2020-12-23,3000,Pfizer/BioNTech
1323,Switzerland,2020-12-24,3000,Pfizer/BioNTech
1324,Switzerland,2020-12-25,3000,Pfizer/BioNTech
1325,Switzerland,2020-12-26,3000,Pfizer/BioNTech
1326,Switzerland,2020-12-27,3000,Pfizer/BioNTech
1327,Switzerland,2020-12-28,3000,Pfizer/BioNTech
1328,Switzerland,2020-12-29,3000,Pfizer/BioNTech
1329,Switzerland,2020-12-30,3000,Pfizer/BioNTech
1330,Switzerland,2020-12-31,3000,Pfizer/BioNTech
1331,Switzerland,2021-01-01,3000,Pfizer/BioNTech
1332,Switzerland,2021-01-02,3000,Pfizer/BioNTech
1333,Switzerland,2021-01-03,3000,Pfizer/BioNTech
1334,Switzerland,2021-01-04,3000,Pfizer/BioNTech
1335,Switzerland,2021-01-05,3000,Pfizer/BioNTech
1336,Switzerland,2021-01-06,3000,Pfizer/BioNTech
1337,Switzerland,2021-01-07,3000,Pfizer/BioNTech
1338,Switzerland,2021-01-08,3000,Pfizer/BioNTech
1339,Switzerland,2021-01-09,3000,Pfizer/BioNTech
1340,Switzerland,2021-01-10,3000,Pfizer/BioNTech
1341,Switzerland,2021-01-11,3000,Pfizer/BioNTech
1342,Switzerland,2021-01-12,3000,Pfizer/BioNTech
1343,Switzerland,2021-01-13,3000,Pfizer/BioNTech
1344,Switzerland,2021-01-14,3000,Pfizer/BioNTech
1345,Switzerland,2021-01-15,3829,Pfizer/BioNTech
1346,Switzerland,2021-01-16,4657,Pfizer/BioNTech
1347,Switzerland,2021-01-17,5486,Pfizer/BioNTech
1348,Switzerland,2021-01-18,6314,Pfizer/BioNTech
1349,Switzerland,2021-01-19,7143,Pfizer/BioNTech
1350,Switzerland,2021-01-20,10984,Pfizer/BioNTech
1351,Switzerland,2021-01-21,14826,Pfizer/BioNTech
1352,Turkey,2021-01-13,67192,Sinovac
1353,Turkey,2021-01-14,279452,Sinovac
1354,Turkey,2021-01-15,308326,Sinovac
1355,Turkey,2021-01-16,225634,Sinovac
1356,Turkey,2021-01-17,176613,Sinovac
1357,Turkey,2021-01-18,166482,Sinovac
1358,Turkey,2021-01-19,158439,Sinovac
1359,Turkey,2021-01-20,150356,Sinovac
1360,Turkey,2021-01-21,120115,Sinovac
1361,Turkey,2021-01-22,83651,Sinovac
1362,Turkey,2021-01-23,78569,Sinovac
1363,Turkey,2021-01-24,76886,Sinovac
1364,Turkey,2021-01-25,67192,Sinovac
1365,United Arab Emirates,2021-01-05,30698,"Pfizer/BioNTech, Sinopharm"
1366,United Arab Emirates,2021-01-06,30698,"Pfizer/BioNTech, Sinopharm"
1367,United Arab Emirates,2021-01-07,30698,"Pfizer/BioNTech, Sinopharm"
1368,United Arab Emirates,2021-01-08,38418,"Pfizer/BioNTech, Sinopharm"
1369,United Arab Emirates,2021-01-09,48512,"Pfizer/BioNTech, Sinopharm"
1370,United Arab Emirates,2021-01-10,52053,"Pfizer/BioNTech, Sinopharm"
1371,United Arab Emirates,2021-01-11,56825,"Pfizer/BioNTech, Sinopharm"
1372,United Arab Emirates,2021-01-12,64193,"Pfizer/BioNTech, Sinopharm"
1373,United Arab Emirates,2021-01-13,76797,"Pfizer/BioNTech, Sinopharm"
1374,United Arab Emirates,2021-01-14,91448,"Pfizer/BioNTech, Sinopharm"
1375,United Arab Emirates,2021-01-15,103490,"Pfizer/BioNTech, Sinopharm"
1376,United Arab Emirates,2021-01-16,111082,"Pfizer/BioNTech, Sinopharm"
1377,United Arab Emirates,2021-01-17,113744,"Pfizer/BioNTech, Sinopharm"
1378,United Arab Emirates,2021-01-18,114896,"Pfizer/BioNTech, Sinopharm"
1379,United Arab Emirates,2021-01-19,112816,"Pfizer/BioNTech, Sinopharm"
1380,United Arab Emirates,2021-01-20,109510,"Pfizer/BioNTech, Sinopharm"
1381,United Arab Emirates,2021-01-21,102605,"Pfizer/BioNTech, Sinopharm"
1382,United Arab Emirates,2021-01-22,96156,"Pfizer/BioNTech, Sinopharm"
1383,United Arab Emirates,2021-01-23,89839,"Pfizer/BioNTech, Sinopharm"
1384,United Arab Emirates,2021-01-24,86430,"Pfizer/BioNTech, Sinopharm"
1385,United Arab Emirates,2021-01-25,85653,"Pfizer/BioNTech, Sinopharm"
1386,United Kingdom,2020-12-20,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
1387,United Kingdom,2020-12-21,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
1388,United Kingdom,2020-12-22,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
1389,United Kingdom,2020-12-23,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
1390,United Kingdom,2020-12-24,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
1391,United Kingdom,2020-12-25,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
1392,United Kingdom,2020-12-26,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
1393,United Kingdom,2020-12-27,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
1394,United Kingdom,2020-12-28,47738,"Oxford/AstraZeneca, Pfizer/BioNTech"
1395,United Kingdom,2020-12-29,49053,"Oxford/AstraZeneca, Pfizer/BioNTech"
1396,United Kingdom,2020-12-30,50369,"Oxford/AstraZeneca, Pfizer/BioNTech"
1397,United Kingdom,2020-12-31,51684,"Oxford/AstraZeneca, Pfizer/BioNTech"
1398,United Kingdom,2021-01-01,52999,"Oxford/AstraZeneca, Pfizer/BioNTech"
1399,United Kingdom,2021-01-02,54315,"Oxford/AstraZeneca, Pfizer/BioNTech"
1400,United Kingdom,2021-01-03,55630,"Oxford/AstraZeneca, Pfizer/BioNTech"
1401,United Kingdom,2021-01-04,74138,"Oxford/AstraZeneca, Pfizer/BioNTech"
1402,United Kingdom,2021-01-05,92647,"Oxford/AstraZeneca, Pfizer/BioNTech"
1403,United Kingdom,2021-01-06,111155,"Oxford/AstraZeneca, Pfizer/BioNTech"
1404,United Kingdom,2021-01-07,129663,"Oxford/AstraZeneca, Pfizer/BioNTech"
1405,United Kingdom,2021-01-08,148171,"Oxford/AstraZeneca, Pfizer/BioNTech"
1406,United Kingdom,2021-01-09,166680,"Oxford/AstraZeneca, Pfizer/BioNTech"
1407,United Kingdom,2021-01-10,185188,"Oxford/AstraZeneca, Pfizer/BioNTech"
1408,United Kingdom,2021-01-11,182424,"Oxford/AstraZeneca, Pfizer/BioNTech"
1409,United Kingdom,2021-01-12,187930,"Oxford/AstraZeneca, Pfizer/BioNTech"
1410,United Kingdom,2021-01-13,202716,"Oxford/AstraZeneca, Pfizer/BioNTech"
1411,United Kingdom,2021-01-14,222253,"Oxford/AstraZeneca, Pfizer/BioNTech"
1412,United Kingdom,2021-01-15,242692,"Oxford/AstraZeneca, Pfizer/BioNTech"
1413,United Kingdom,2021-01-16,256292,"Oxford/AstraZeneca, Pfizer/BioNTech"
1414,United Kingdom,2021-01-17,262404,"Oxford/AstraZeneca, Pfizer/BioNTech"
1415,United Kingdom,2021-01-18,268518,"Oxford/AstraZeneca, Pfizer/BioNTech"
1416,United Kingdom,2021-01-19,286118,"Oxford/AstraZeneca, Pfizer/BioNTech"
1417,United Kingdom,2021-01-20,297294,"Oxford/AstraZeneca, Pfizer/BioNTech"
1418,United Kingdom,2021-01-21,310246,"Oxford/AstraZeneca, Pfizer/BioNTech"
1419,United Kingdom,2021-01-22,331933,"Oxford/AstraZeneca, Pfizer/BioNTech"
1420,United Kingdom,2021-01-23,362307,"Oxford/AstraZeneca, Pfizer/BioNTech"
1421,United Kingdom,2021-01-24,361321,"Oxford/AstraZeneca, Pfizer/BioNTech"
1422,United States,2020-12-20,57909,"Moderna, Pfizer/BioNTech"
1423,United States,2020-12-21,57909,"Moderna, Pfizer/BioNTech"
1424,United States,2020-12-22,127432,"Moderna, Pfizer/BioNTech"
1425,United States,2020-12-23,150606,"Moderna, Pfizer/BioNTech"
1426,United States,2020-12-24,191001,"Moderna, Pfizer/BioNTech"
1427,United States,2020-12-25,215238,"Moderna, Pfizer/BioNTech"
1428,United States,2020-12-26,231396,"Moderna, Pfizer/BioNTech"
1429,United States,2020-12-27,211379,"Moderna, Pfizer/BioNTech"
1430,United States,2020-12-28,216147,"Moderna, Pfizer/BioNTech"
1431,United States,2020-12-29,235685,"Moderna, Pfizer/BioNTech"
1432,United States,2020-12-30,255223,"Moderna, Pfizer/BioNTech"
1433,United States,2020-12-31,278776,"Moderna, Pfizer/BioNTech"
1434,United States,2021-01-01,302329,"Moderna, Pfizer/BioNTech"
1435,United States,2021-01-02,325882,"Moderna, Pfizer/BioNTech"
1436,United States,2021-01-03,336949,"Moderna, Pfizer/BioNTech"
1437,United States,2021-01-04,348017,"Moderna, Pfizer/BioNTech"
1438,United States,2021-01-05,339372,"Moderna, Pfizer/BioNTech"
1439,United States,2021-01-06,358887,"Moderna, Pfizer/BioNTech"
1440,United States,2021-01-07,378253,"Moderna, Pfizer/BioNTech"
1441,United States,2021-01-08,419933,"Moderna, Pfizer/BioNTech"
1442,United States,2021-01-09,461263,"Moderna, Pfizer/BioNTech"
1443,United States,2021-01-10,546636,"Moderna, Pfizer/BioNTech"
1444,United States,2021-01-11,632009,"Moderna, Pfizer/BioNTech"
1445,United States,2021-01-12,641524,"Moderna, Pfizer/BioNTech"
1446,United States,2021-01-13,710238,"Moderna, Pfizer/BioNTech"
1447,United States,2021-01-14,747082,"Moderna, Pfizer/BioNTech"
1448,United States,2021-01-15,798707,"Moderna, Pfizer/BioNTech"
1449,United States,2021-01-16,811670,"Moderna, Pfizer/BioNTech"
1450,United States,2021-01-17,824632,"Moderna, Pfizer/BioNTech"
1451,United States,2021-01-18,837595,"Moderna, Pfizer/BioNTech"
1452,United States,2021-01-19,911493,"Moderna, Pfizer/BioNTech"
1453,United States,2021-01-20,892403,"Moderna, Pfizer/BioNTech"
1454,United States,2021-01-21,913912,"Moderna, Pfizer/BioNTech"
1455,United States,2021-01-22,975540,"Moderna, Pfizer/BioNTech"
1456,United States,2021-01-23,1057387,"Moderna, Pfizer/BioNTech"
1457,United States,2021-01-24,1122182,"Moderna, Pfizer/BioNTech"
1458,United States,2021-01-25,1126251,"Moderna, Pfizer/BioNTech"
1459,Wales,2020-12-13,1763,"Oxford/AstraZeneca, Pfizer/BioNTech"
1460,Wales,2020-12-14,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
1461,Wales,2020-12-15,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
1462,Wales,2020-12-16,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
1463,Wales,2020-12-17,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
1464,Wales,2020-12-18,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
1465,Wales,2020-12-19,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
1466,Wales,2020-12-20,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
1467,Wales,2020-12-21,2136,"Oxford/AstraZeneca, Pfizer/BioNTech"
1468,Wales,2020-12-22,2074,"Oxford/AstraZeneca, Pfizer/BioNTech"
1469,Wales,2020-12-23,2012,"Oxford/AstraZeneca, Pfizer/BioNTech"
1470,Wales,2020-12-24,1950,"Oxford/AstraZeneca, Pfizer/BioNTech"
1471,Wales,2020-12-25,1887,"Oxford/AstraZeneca, Pfizer/BioNTech"
1472,Wales,2020-12-26,1825,"Oxford/AstraZeneca, Pfizer/BioNTech"
1473,Wales,2020-12-27,1763,"Oxford/AstraZeneca, Pfizer/BioNTech"
1474,Wales,2020-12-28,1796,"Oxford/AstraZeneca, Pfizer/BioNTech"
1475,Wales,2020-12-29,1830,"Oxford/AstraZeneca, Pfizer/BioNTech"
1476,Wales,2020-12-30,1863,"Oxford/AstraZeneca, Pfizer/BioNTech"
1477,Wales,2020-12-31,1896,"Oxford/AstraZeneca, Pfizer/BioNTech"
1478,Wales,2021-01-01,1929,"Oxford/AstraZeneca, Pfizer/BioNTech"
1479,Wales,2021-01-02,1962,"Oxford/AstraZeneca, Pfizer/BioNTech"
1480,Wales,2021-01-03,1995,"Oxford/AstraZeneca, Pfizer/BioNTech"
1481,Wales,2021-01-04,2450,"Oxford/AstraZeneca, Pfizer/BioNTech"
1482,Wales,2021-01-05,2904,"Oxford/AstraZeneca, Pfizer/BioNTech"
1483,Wales,2021-01-06,3359,"Oxford/AstraZeneca, Pfizer/BioNTech"
1484,Wales,2021-01-07,3814,"Oxford/AstraZeneca, Pfizer/BioNTech"
1485,Wales,2021-01-08,4268,"Oxford/AstraZeneca, Pfizer/BioNTech"
1486,Wales,2021-01-09,4723,"Oxford/AstraZeneca, Pfizer/BioNTech"
1487,Wales,2021-01-10,5177,"Oxford/AstraZeneca, Pfizer/BioNTech"
1488,Wales,2021-01-11,5183,"Oxford/AstraZeneca, Pfizer/BioNTech"
1489,Wales,2021-01-12,5893,"Oxford/AstraZeneca, Pfizer/BioNTech"
1490,Wales,2021-01-13,6812,"Oxford/AstraZeneca, Pfizer/BioNTech"
1491,Wales,2021-01-14,7988,"Oxford/AstraZeneca, Pfizer/BioNTech"
1492,Wales,2021-01-15,8460,"Oxford/AstraZeneca, Pfizer/BioNTech"
1493,Wales,2021-01-16,8931,"Oxford/AstraZeneca, Pfizer/BioNTech"
1494,Wales,2021-01-17,9403,"Oxford/AstraZeneca, Pfizer/BioNTech"
1495,Wales,2021-01-18,10123,"Oxford/AstraZeneca, Pfizer/BioNTech"
1496,Wales,2021-01-19,10672,"Oxford/AstraZeneca, Pfizer/BioNTech"
1497,Wales,2021-01-20,11105,"Oxford/AstraZeneca, Pfizer/BioNTech"
1498,Wales,2021-01-21,12318,"Oxford/AstraZeneca, Pfizer/BioNTech"
1499,Wales,2021-01-22,15148,"Oxford/AstraZeneca, Pfizer/BioNTech"
1500,Wales,2021-01-23,17371,"Oxford/AstraZeneca, Pfizer/BioNTech"
1501,Wales,2021-01-24,17063,"Oxford/AstraZeneca, Pfizer/BioNTech"
